t,msg_type,payload
1773704294.8082664,ReferenceFreqMsg,"{'t': 1773704294.8082664, 'f_ref': 7.5}"
1773704294.811044,ReferenceFreqMsg,"{'t': 1773704294.811044, 'f_ref': 7.5}"
1773704294.8129957,ReferenceFreqMsg,"{'t': 1773704294.8129957, 'f_ref': 7.5}"
1773704294.814332,ReferenceFreqMsg,"{'t': 1773704294.814332, 'f_ref': 7.5}"
1773704294.8157785,ReferenceFreqMsg,"{'t': 1773704294.8157785, 'f_ref': 7.5}"
1773704294.8173435,ReferenceFreqMsg,"{'t': 1773704294.8173435, 'f_ref': 7.5}"
1773704294.818975,ReferenceFreqMsg,"{'t': 1773704294.818975, 'f_ref': 7.5}"
1773704294.8208966,ReferenceFreqMsg,"{'t': 1773704294.8208966, 'f_ref': 7.5}"
1773704294.8227003,ReferenceFreqMsg,"{'t': 1773704294.8227003, 'f_ref': 7.5}"
1773704294.8245616,ReferenceFreqMsg,"{'t': 1773704294.8245616, 'f_ref': 7.5}"
1773704294.826066,ReferenceFreqMsg,"{'t': 1773704294.826066, 'f_ref': 7.5}"
1773704294.827559,ReferenceFreqMsg,"{'t': 1773704294.827559, 'f_ref': 7.5}"
1773704294.8292181,ReferenceFreqMsg,"{'t': 1773704294.8292181, 'f_ref': 7.5}"
1773704294.8310401,ReferenceFreqMsg,"{'t': 1773704294.8310401, 'f_ref': 7.5}"
1773704294.8325005,ReferenceFreqMsg,"{'t': 1773704294.8325005, 'f_ref': 7.5}"
1773704294.834139,ReferenceFreqMsg,"{'t': 1773704294.834139, 'f_ref': 7.5}"
1773704294.8357744,ReferenceFreqMsg,"{'t': 1773704294.8357744, 'f_ref': 7.5}"
1773704294.837269,ReferenceFreqMsg,"{'t': 1773704294.837269, 'f_ref': 7.5}"
1773704294.8390384,ReferenceFreqMsg,"{'t': 1773704294.8390384, 'f_ref': 7.5}"
1773704294.8407946,ReferenceFreqMsg,"{'t': 1773704294.8407946, 'f_ref': 7.5}"
1773704294.8424623,ReferenceFreqMsg,"{'t': 1773704294.8424623, 'f_ref': 7.5}"
1773704294.8445141,ReferenceFreqMsg,"{'t': 1773704294.8445141, 'f_ref': 7.5}"
1773704294.84622,ReferenceFreqMsg,"{'t': 1773704294.84622, 'f_ref': 7.5}"
1773704294.847739,ReferenceFreqMsg,"{'t': 1773704294.847739, 'f_ref': 7.5}"
1773704294.8491786,ReferenceFreqMsg,"{'t': 1773704294.8491786, 'f_ref': 7.5}"
1773704294.8506005,ReferenceFreqMsg,"{'t': 1773704294.8506005, 'f_ref': 7.5}"
1773704294.8526886,ReferenceFreqMsg,"{'t': 1773704294.8526886, 'f_ref': 7.5}"
1773704294.8541214,ReferenceFreqMsg,"{'t': 1773704294.8541214, 'f_ref': 7.5}"
1773704294.8559883,ReferenceFreqMsg,"{'t': 1773704294.8559883, 'f_ref': 7.5}"
1773704294.8577797,ReferenceFreqMsg,"{'t': 1773704294.8577797, 'f_ref': 7.5}"
1773704294.8596349,ReferenceFreqMsg,"{'t': 1773704294.8596349, 'f_ref': 7.5}"
1773704294.860975,ReferenceFreqMsg,"{'t': 1773704294.860975, 'f_ref': 7.5}"
1773704294.862886,ReferenceFreqMsg,"{'t': 1773704294.862886, 'f_ref': 7.5}"
1773704294.864683,ReferenceFreqMsg,"{'t': 1773704294.864683, 'f_ref': 7.5}"
1773704294.866611,ReferenceFreqMsg,"{'t': 1773704294.866611, 'f_ref': 7.5}"
1773704294.868104,ReferenceFreqMsg,"{'t': 1773704294.868104, 'f_ref': 7.5}"
1773704294.8696675,ReferenceFreqMsg,"{'t': 1773704294.8696675, 'f_ref': 7.5}"
1773704294.8711185,ReferenceFreqMsg,"{'t': 1773704294.8711185, 'f_ref': 7.5}"
1773704294.8735547,ReferenceFreqMsg,"{'t': 1773704294.8735547, 'f_ref': 7.5}"
1773704294.8762717,ReferenceFreqMsg,"{'t': 1773704294.8762717, 'f_ref': 7.5}"
1773704294.8778627,ReferenceFreqMsg,"{'t': 1773704294.8778627, 'f_ref': 7.5}"
1773704294.8805997,ReferenceFreqMsg,"{'t': 1773704294.8805997, 'f_ref': 7.5}"
1773704294.8820748,ReferenceFreqMsg,"{'t': 1773704294.8820748, 'f_ref': 7.5}"
1773704294.8836718,ReferenceFreqMsg,"{'t': 1773704294.8836718, 'f_ref': 7.5}"
1773704294.8850982,ReferenceFreqMsg,"{'t': 1773704294.8850982, 'f_ref': 7.5}"
1773704294.8874798,ReferenceFreqMsg,"{'t': 1773704294.8874798, 'f_ref': 7.5}"
1773704294.889022,ReferenceFreqMsg,"{'t': 1773704294.889022, 'f_ref': 7.5}"
1773704294.890902,ReferenceFreqMsg,"{'t': 1773704294.890902, 'f_ref': 7.5}"
1773704294.892727,ReferenceFreqMsg,"{'t': 1773704294.892727, 'f_ref': 7.5}"
1773704294.8942947,ReferenceFreqMsg,"{'t': 1773704294.8942947, 'f_ref': 7.5}"
1773704294.8957691,ReferenceFreqMsg,"{'t': 1773704294.8957691, 'f_ref': 7.5}"
1773704294.8972754,ReferenceFreqMsg,"{'t': 1773704294.8972754, 'f_ref': 7.5}"
1773704294.89879,ReferenceFreqMsg,"{'t': 1773704294.89879, 'f_ref': 7.5}"
1773704294.9016495,ReferenceFreqMsg,"{'t': 1773704294.9016495, 'f_ref': 7.5}"
1773704294.9032376,ReferenceFreqMsg,"{'t': 1773704294.9032376, 'f_ref': 7.5}"
1773704294.907156,ReferenceFreqMsg,"{'t': 1773704294.907156, 'f_ref': 7.5}"
1773704294.9090672,ReferenceFreqMsg,"{'t': 1773704294.9090672, 'f_ref': 7.5}"
1773704294.9104774,ReferenceFreqMsg,"{'t': 1773704294.9104774, 'f_ref': 7.5}"
1773704294.9119625,ReferenceFreqMsg,"{'t': 1773704294.9119625, 'f_ref': 7.5}"
1773704294.9134884,ReferenceFreqMsg,"{'t': 1773704294.9134884, 'f_ref': 7.5}"
1773704294.9149585,ReferenceFreqMsg,"{'t': 1773704294.9149585, 'f_ref': 7.5}"
1773704294.916432,ReferenceFreqMsg,"{'t': 1773704294.916432, 'f_ref': 7.5}"
1773704294.9178977,ReferenceFreqMsg,"{'t': 1773704294.9178977, 'f_ref': 7.5}"
1773704294.9195557,ReferenceFreqMsg,"{'t': 1773704294.9195557, 'f_ref': 7.5}"
1773704294.923144,ReferenceFreqMsg,"{'t': 1773704294.923144, 'f_ref': 7.5}"
1773704294.9251428,ReferenceFreqMsg,"{'t': 1773704294.9251428, 'f_ref': 7.5}"
1773704294.9270666,ReferenceFreqMsg,"{'t': 1773704294.9270666, 'f_ref': 7.5}"
1773704294.9286342,ReferenceFreqMsg,"{'t': 1773704294.9286342, 'f_ref': 7.5}"
1773704294.9300072,ReferenceFreqMsg,"{'t': 1773704294.9300072, 'f_ref': 7.5}"
1773704294.931779,ReferenceFreqMsg,"{'t': 1773704294.931779, 'f_ref': 7.5}"
1773704294.9333951,ReferenceFreqMsg,"{'t': 1773704294.9333951, 'f_ref': 7.5}"
1773704294.9353533,ReferenceFreqMsg,"{'t': 1773704294.9353533, 'f_ref': 7.5}"
1773704294.9368448,ReferenceFreqMsg,"{'t': 1773704294.9368448, 'f_ref': 7.5}"
1773704294.9384162,ReferenceFreqMsg,"{'t': 1773704294.9384162, 'f_ref': 7.5}"
1773704294.9398737,ReferenceFreqMsg,"{'t': 1773704294.9398737, 'f_ref': 7.5}"
1773704294.941215,ReferenceFreqMsg,"{'t': 1773704294.941215, 'f_ref': 7.5}"
1773704294.942687,ReferenceFreqMsg,"{'t': 1773704294.942687, 'f_ref': 7.5}"
1773704294.9442985,ReferenceFreqMsg,"{'t': 1773704294.9442985, 'f_ref': 7.5}"
1773704294.9456823,ReferenceFreqMsg,"{'t': 1773704294.9456823, 'f_ref': 7.5}"
1773704294.9474843,ReferenceFreqMsg,"{'t': 1773704294.9474843, 'f_ref': 7.5}"
1773704294.949097,ReferenceFreqMsg,"{'t': 1773704294.949097, 'f_ref': 7.5}"
1773704294.9508564,ReferenceFreqMsg,"{'t': 1773704294.9508564, 'f_ref': 7.5}"
1773704294.9522576,ReferenceFreqMsg,"{'t': 1773704294.9522576, 'f_ref': 7.5}"
1773704294.954902,ReferenceFreqMsg,"{'t': 1773704294.954902, 'f_ref': 7.5}"
1773704294.956442,ReferenceFreqMsg,"{'t': 1773704294.956442, 'f_ref': 7.5}"
1773704294.9578636,ReferenceFreqMsg,"{'t': 1773704294.9578636, 'f_ref': 7.5}"
1773704294.9591784,ReferenceFreqMsg,"{'t': 1773704294.9591784, 'f_ref': 7.5}"
1773704294.9605227,ReferenceFreqMsg,"{'t': 1773704294.9605227, 'f_ref': 7.5}"
1773704294.9622884,ReferenceFreqMsg,"{'t': 1773704294.9622884, 'f_ref': 7.5}"
1773704294.963805,ReferenceFreqMsg,"{'t': 1773704294.963805, 'f_ref': 7.5}"
1773704294.9652739,ReferenceFreqMsg,"{'t': 1773704294.9652739, 'f_ref': 7.5}"
1773704294.9677486,ReferenceFreqMsg,"{'t': 1773704294.9677486, 'f_ref': 7.5}"
1773704294.9693491,ReferenceFreqMsg,"{'t': 1773704294.9693491, 'f_ref': 7.5}"
1773704294.971826,ReferenceFreqMsg,"{'t': 1773704294.971826, 'f_ref': 7.5}"
1773704294.973178,ReferenceFreqMsg,"{'t': 1773704294.973178, 'f_ref': 7.5}"
1773704294.97587,ReferenceFreqMsg,"{'t': 1773704294.97587, 'f_ref': 7.5}"
1773704294.977277,ReferenceFreqMsg,"{'t': 1773704294.977277, 'f_ref': 7.5}"
1773704294.9786153,ReferenceFreqMsg,"{'t': 1773704294.9786153, 'f_ref': 7.5}"
1773704294.9801233,ReferenceFreqMsg,"{'t': 1773704294.9801233, 'f_ref': 7.5}"
1773704294.9814909,ReferenceFreqMsg,"{'t': 1773704294.9814909, 'f_ref': 7.5}"
1773704294.983434,ReferenceFreqMsg,"{'t': 1773704294.983434, 'f_ref': 7.5}"
1773704294.985475,ReferenceFreqMsg,"{'t': 1773704294.985475, 'f_ref': 7.5}"
1773704294.9871943,ReferenceFreqMsg,"{'t': 1773704294.9871943, 'f_ref': 7.5}"
1773704294.9885626,ReferenceFreqMsg,"{'t': 1773704294.9885626, 'f_ref': 7.5}"
1773704294.9905126,ReferenceFreqMsg,"{'t': 1773704294.9905126, 'f_ref': 7.5}"
1773704294.992245,ReferenceFreqMsg,"{'t': 1773704294.992245, 'f_ref': 7.5}"
1773704294.9936743,ReferenceFreqMsg,"{'t': 1773704294.9936743, 'f_ref': 7.5}"
1773704294.9950483,ReferenceFreqMsg,"{'t': 1773704294.9950483, 'f_ref': 7.5}"
1773704294.99679,ReferenceFreqMsg,"{'t': 1773704294.99679, 'f_ref': 7.5}"
1773704294.9987283,ReferenceFreqMsg,"{'t': 1773704294.9987283, 'f_ref': 7.5}"
1773704295.0002353,ReferenceFreqMsg,"{'t': 1773704295.0002353, 'f_ref': 7.5}"
1773704295.0018697,ReferenceFreqMsg,"{'t': 1773704295.0018697, 'f_ref': 7.5}"
1773704295.0032277,ReferenceFreqMsg,"{'t': 1773704295.0032277, 'f_ref': 7.5}"
1773704295.0051959,ReferenceFreqMsg,"{'t': 1773704295.0051959, 'f_ref': 7.5}"
1773704295.0066044,ReferenceFreqMsg,"{'t': 1773704295.0066044, 'f_ref': 7.5}"
1773704295.008024,ReferenceFreqMsg,"{'t': 1773704295.008024, 'f_ref': 7.5}"
1773704295.0093842,ReferenceFreqMsg,"{'t': 1773704295.0093842, 'f_ref': 7.5}"
1773704295.0112674,ReferenceFreqMsg,"{'t': 1773704295.0112674, 'f_ref': 7.5}"
1773704295.0126646,ReferenceFreqMsg,"{'t': 1773704295.0126646, 'f_ref': 7.5}"
1773704295.0150762,ReferenceFreqMsg,"{'t': 1773704295.0150762, 'f_ref': 7.5}"
1773704295.0175765,ReferenceFreqMsg,"{'t': 1773704295.0175765, 'f_ref': 7.5}"
1773704295.0189116,ReferenceFreqMsg,"{'t': 1773704295.0189116, 'f_ref': 7.5}"
1773704295.0204785,ReferenceFreqMsg,"{'t': 1773704295.0204785, 'f_ref': 7.5}"
1773704295.0218203,ReferenceFreqMsg,"{'t': 1773704295.0218203, 'f_ref': 7.5}"
1773704295.023151,ReferenceFreqMsg,"{'t': 1773704295.023151, 'f_ref': 7.5}"
1773704295.0250788,ReferenceFreqMsg,"{'t': 1773704295.0250788, 'f_ref': 7.5}"
1773704295.0265143,ReferenceFreqMsg,"{'t': 1773704295.0265143, 'f_ref': 7.5}"
1773704295.0278656,ReferenceFreqMsg,"{'t': 1773704295.0278656, 'f_ref': 7.5}"
1773704295.0297477,ReferenceFreqMsg,"{'t': 1773704295.0297477, 'f_ref': 7.5}"
1773704295.0318005,ReferenceFreqMsg,"{'t': 1773704295.0318005, 'f_ref': 7.5}"
1773704295.0335379,ReferenceFreqMsg,"{'t': 1773704295.0335379, 'f_ref': 7.5}"
1773704295.0348618,ReferenceFreqMsg,"{'t': 1773704295.0348618, 'f_ref': 7.5}"
1773704295.0370598,ReferenceFreqMsg,"{'t': 1773704295.0370598, 'f_ref': 7.5}"
1773704295.0385523,ReferenceFreqMsg,"{'t': 1773704295.0385523, 'f_ref': 7.5}"
1773704295.0401666,ReferenceFreqMsg,"{'t': 1773704295.0401666, 'f_ref': 7.5}"
1773704295.0414684,ReferenceFreqMsg,"{'t': 1773704295.0414684, 'f_ref': 7.5}"
1773704295.0432415,ReferenceFreqMsg,"{'t': 1773704295.0432415, 'f_ref': 7.5}"
1773704295.0446093,ReferenceFreqMsg,"{'t': 1773704295.0446093, 'f_ref': 7.5}"
1773704295.0463557,ReferenceFreqMsg,"{'t': 1773704295.0463557, 'f_ref': 7.5}"
1773704295.048358,ReferenceFreqMsg,"{'t': 1773704295.048358, 'f_ref': 7.5}"
1773704295.0501664,ReferenceFreqMsg,"{'t': 1773704295.0501664, 'f_ref': 7.5}"
1773704295.051932,ReferenceFreqMsg,"{'t': 1773704295.051932, 'f_ref': 7.5}"
1773704295.0535018,ReferenceFreqMsg,"{'t': 1773704295.0535018, 'f_ref': 7.5}"
1773704295.0549212,ReferenceFreqMsg,"{'t': 1773704295.0549212, 'f_ref': 7.5}"
1773704295.0562468,ReferenceFreqMsg,"{'t': 1773704295.0562468, 'f_ref': 7.5}"
1773704295.0576212,ReferenceFreqMsg,"{'t': 1773704295.0576212, 'f_ref': 7.5}"
1773704295.0593555,ReferenceFreqMsg,"{'t': 1773704295.0593555, 'f_ref': 7.5}"
1773704295.0610065,ReferenceFreqMsg,"{'t': 1773704295.0610065, 'f_ref': 7.5}"
1773704295.0630045,ReferenceFreqMsg,"{'t': 1773704295.0630045, 'f_ref': 7.5}"
1773704295.0645149,ReferenceFreqMsg,"{'t': 1773704295.0645149, 'f_ref': 7.5}"
1773704295.0662904,ReferenceFreqMsg,"{'t': 1773704295.0662904, 'f_ref': 7.5}"
1773704295.067897,ReferenceFreqMsg,"{'t': 1773704295.067897, 'f_ref': 7.5}"
1773704295.0696244,ReferenceFreqMsg,"{'t': 1773704295.0696244, 'f_ref': 7.5}"
1773704295.0709996,ReferenceFreqMsg,"{'t': 1773704295.0709996, 'f_ref': 7.5}"
1773704295.0724006,ReferenceFreqMsg,"{'t': 1773704295.0724006, 'f_ref': 7.5}"
1773704295.07407,ReferenceFreqMsg,"{'t': 1773704295.07407, 'f_ref': 7.5}"
1773704295.075513,ReferenceFreqMsg,"{'t': 1773704295.075513, 'f_ref': 7.5}"
1773704295.079947,ReferenceFreqMsg,"{'t': 1773704295.079947, 'f_ref': 7.5}"
1773704295.081316,ReferenceFreqMsg,"{'t': 1773704295.081316, 'f_ref': 7.5}"
1773704295.0830846,ReferenceFreqMsg,"{'t': 1773704295.0830846, 'f_ref': 7.5}"
1773704295.084389,ReferenceFreqMsg,"{'t': 1773704295.084389, 'f_ref': 7.5}"
1773704295.085889,ReferenceFreqMsg,"{'t': 1773704295.085889, 'f_ref': 7.5}"
1773704295.0885212,ReferenceFreqMsg,"{'t': 1773704295.0885212, 'f_ref': 7.5}"
1773704295.0898342,ReferenceFreqMsg,"{'t': 1773704295.0898342, 'f_ref': 7.5}"
1773704295.0915427,ReferenceFreqMsg,"{'t': 1773704295.0915427, 'f_ref': 7.5}"
1773704295.0929189,ReferenceFreqMsg,"{'t': 1773704295.0929189, 'f_ref': 7.5}"
1773704295.0945234,ReferenceFreqMsg,"{'t': 1773704295.0945234, 'f_ref': 7.5}"
1773704295.0958464,ReferenceFreqMsg,"{'t': 1773704295.0958464, 'f_ref': 7.5}"
1773704295.0972626,ReferenceFreqMsg,"{'t': 1773704295.0972626, 'f_ref': 7.5}"
1773704295.0990539,ReferenceFreqMsg,"{'t': 1773704295.0990539, 'f_ref': 7.5}"
1773704295.1009498,ReferenceFreqMsg,"{'t': 1773704295.1009498, 'f_ref': 7.5}"
1773704295.1026413,ReferenceFreqMsg,"{'t': 1773704295.1026413, 'f_ref': 7.5}"
1773704295.1039693,ReferenceFreqMsg,"{'t': 1773704295.1039693, 'f_ref': 7.5}"
1773704295.1057436,ReferenceFreqMsg,"{'t': 1773704295.1057436, 'f_ref': 7.5}"
1773704295.1071408,ReferenceFreqMsg,"{'t': 1773704295.1071408, 'f_ref': 7.5}"
1773704295.109168,ReferenceFreqMsg,"{'t': 1773704295.109168, 'f_ref': 7.5}"
1773704295.1105995,ReferenceFreqMsg,"{'t': 1773704295.1105995, 'f_ref': 7.5}"
1773704295.1119802,ReferenceFreqMsg,"{'t': 1773704295.1119802, 'f_ref': 7.5}"
1773704295.113536,ReferenceFreqMsg,"{'t': 1773704295.113536, 'f_ref': 7.5}"
1773704295.114914,ReferenceFreqMsg,"{'t': 1773704295.114914, 'f_ref': 7.5}"
1773704295.1166496,ReferenceFreqMsg,"{'t': 1773704295.1166496, 'f_ref': 7.5}"
1773704295.118159,ReferenceFreqMsg,"{'t': 1773704295.118159, 'f_ref': 7.5}"
1773704295.1196032,ReferenceFreqMsg,"{'t': 1773704295.1196032, 'f_ref': 7.5}"
1773704295.1212988,ReferenceFreqMsg,"{'t': 1773704295.1212988, 'f_ref': 7.5}"
1773704295.1226153,ReferenceFreqMsg,"{'t': 1773704295.1226153, 'f_ref': 7.5}"
1773704295.124127,ReferenceFreqMsg,"{'t': 1773704295.124127, 'f_ref': 7.5}"
1773704295.1265113,ReferenceFreqMsg,"{'t': 1773704295.1265113, 'f_ref': 7.5}"
1773704295.1283848,ReferenceFreqMsg,"{'t': 1773704295.1283848, 'f_ref': 7.5}"
1773704295.12992,ReferenceFreqMsg,"{'t': 1773704295.12992, 'f_ref': 7.5}"
1773704295.1316898,ReferenceFreqMsg,"{'t': 1773704295.1316898, 'f_ref': 7.5}"
1773704295.1331027,ReferenceFreqMsg,"{'t': 1773704295.1331027, 'f_ref': 7.5}"
1773704295.1346767,ReferenceFreqMsg,"{'t': 1773704295.1346767, 'f_ref': 7.5}"
1773704295.136717,ReferenceFreqMsg,"{'t': 1773704295.136717, 'f_ref': 7.5}"
1773704295.1385047,ReferenceFreqMsg,"{'t': 1773704295.1385047, 'f_ref': 7.5}"
1773704295.1399405,ReferenceFreqMsg,"{'t': 1773704295.1399405, 'f_ref': 7.5}"
1773704295.1416066,ReferenceFreqMsg,"{'t': 1773704295.1416066, 'f_ref': 7.5}"
1773704295.1437488,ReferenceFreqMsg,"{'t': 1773704295.1437488, 'f_ref': 7.5}"
1773704295.1453137,ReferenceFreqMsg,"{'t': 1773704295.1453137, 'f_ref': 7.5}"
1773704295.1471853,ReferenceFreqMsg,"{'t': 1773704295.1471853, 'f_ref': 7.5}"
1773704295.1486807,ReferenceFreqMsg,"{'t': 1773704295.1486807, 'f_ref': 7.5}"
1773704295.1502767,ReferenceFreqMsg,"{'t': 1773704295.1502767, 'f_ref': 7.5}"
1773704295.152366,ReferenceFreqMsg,"{'t': 1773704295.152366, 'f_ref': 7.5}"
1773704295.1552756,ReferenceFreqMsg,"{'t': 1773704295.1552756, 'f_ref': 7.5}"
1773704295.1584241,ReferenceFreqMsg,"{'t': 1773704295.1584241, 'f_ref': 7.5}"
1773704295.160536,ReferenceFreqMsg,"{'t': 1773704295.160536, 'f_ref': 7.5}"
1773704295.1626506,ReferenceFreqMsg,"{'t': 1773704295.1626506, 'f_ref': 7.5}"
1773704295.1650586,ReferenceFreqMsg,"{'t': 1773704295.1650586, 'f_ref': 7.5}"
1773704295.1670704,ReferenceFreqMsg,"{'t': 1773704295.1670704, 'f_ref': 7.5}"
1773704295.1686754,ReferenceFreqMsg,"{'t': 1773704295.1686754, 'f_ref': 7.5}"
1773704295.1723242,ReferenceFreqMsg,"{'t': 1773704295.1723242, 'f_ref': 7.5}"
1773704295.174265,ReferenceFreqMsg,"{'t': 1773704295.174265, 'f_ref': 7.5}"
1773704295.1756704,ReferenceFreqMsg,"{'t': 1773704295.1756704, 'f_ref': 7.5}"
1773704295.1774917,ReferenceFreqMsg,"{'t': 1773704295.1774917, 'f_ref': 7.5}"
1773704295.179281,ReferenceFreqMsg,"{'t': 1773704295.179281, 'f_ref': 7.5}"
1773704295.1810355,ReferenceFreqMsg,"{'t': 1773704295.1810355, 'f_ref': 7.5}"
1773704295.182407,ReferenceFreqMsg,"{'t': 1773704295.182407, 'f_ref': 7.5}"
1773704295.1838253,ReferenceFreqMsg,"{'t': 1773704295.1838253, 'f_ref': 7.5}"
1773704295.185603,ReferenceFreqMsg,"{'t': 1773704295.185603, 'f_ref': 7.5}"
1773704295.1874166,ReferenceFreqMsg,"{'t': 1773704295.1874166, 'f_ref': 7.5}"
1773704295.1888962,ReferenceFreqMsg,"{'t': 1773704295.1888962, 'f_ref': 7.5}"
1773704295.1907663,ReferenceFreqMsg,"{'t': 1773704295.1907663, 'f_ref': 7.5}"
1773704295.1921673,ReferenceFreqMsg,"{'t': 1773704295.1921673, 'f_ref': 7.5}"
1773704295.193718,ReferenceFreqMsg,"{'t': 1773704295.193718, 'f_ref': 7.5}"
1773704295.1955404,ReferenceFreqMsg,"{'t': 1773704295.1955404, 'f_ref': 7.5}"
1773704295.1974113,ReferenceFreqMsg,"{'t': 1773704295.1974113, 'f_ref': 7.5}"
1773704295.1995895,ReferenceFreqMsg,"{'t': 1773704295.1995895, 'f_ref': 7.5}"
1773704295.201442,ReferenceFreqMsg,"{'t': 1773704295.201442, 'f_ref': 7.5}"
1773704295.2042751,ReferenceFreqMsg,"{'t': 1773704295.2042751, 'f_ref': 7.5}"
1773704295.2061443,ReferenceFreqMsg,"{'t': 1773704295.2061443, 'f_ref': 7.5}"
1773704295.2076411,ReferenceFreqMsg,"{'t': 1773704295.2076411, 'f_ref': 7.5}"
1773704295.2094862,ReferenceFreqMsg,"{'t': 1773704295.2094862, 'f_ref': 7.5}"
1773704295.2113535,ReferenceFreqMsg,"{'t': 1773704295.2113535, 'f_ref': 7.5}"
1773704295.2132454,ReferenceFreqMsg,"{'t': 1773704295.2132454, 'f_ref': 7.5}"
1773704295.2150867,ReferenceFreqMsg,"{'t': 1773704295.2150867, 'f_ref': 7.5}"
1773704295.2169535,ReferenceFreqMsg,"{'t': 1773704295.2169535, 'f_ref': 7.5}"
1773704295.2186124,ReferenceFreqMsg,"{'t': 1773704295.2186124, 'f_ref': 7.5}"
1773704295.220635,ReferenceFreqMsg,"{'t': 1773704295.220635, 'f_ref': 7.5}"
1773704295.22215,ReferenceFreqMsg,"{'t': 1773704295.22215, 'f_ref': 7.5}"
1773704295.2235062,ReferenceFreqMsg,"{'t': 1773704295.2235062, 'f_ref': 7.5}"
1773704295.2253082,ReferenceFreqMsg,"{'t': 1773704295.2253082, 'f_ref': 7.5}"
1773704295.2271228,ReferenceFreqMsg,"{'t': 1773704295.2271228, 'f_ref': 7.5}"
1773704295.228942,ReferenceFreqMsg,"{'t': 1773704295.228942, 'f_ref': 7.5}"
1773704295.2305033,ReferenceFreqMsg,"{'t': 1773704295.2305033, 'f_ref': 7.5}"
1773704295.2332463,ReferenceFreqMsg,"{'t': 1773704295.2332463, 'f_ref': 7.5}"
1773704295.2352571,ReferenceFreqMsg,"{'t': 1773704295.2352571, 'f_ref': 7.5}"
1773704295.2367744,ReferenceFreqMsg,"{'t': 1773704295.2367744, 'f_ref': 7.5}"
1773704295.238097,ReferenceFreqMsg,"{'t': 1773704295.238097, 'f_ref': 7.5}"
1773704295.239541,ReferenceFreqMsg,"{'t': 1773704295.239541, 'f_ref': 7.5}"
1773704295.2409906,ReferenceFreqMsg,"{'t': 1773704295.2409906, 'f_ref': 7.5}"
1773704295.242782,ReferenceFreqMsg,"{'t': 1773704295.242782, 'f_ref': 7.5}"
1773704295.2443187,ReferenceFreqMsg,"{'t': 1773704295.2443187, 'f_ref': 7.5}"
1773704295.2458456,ReferenceFreqMsg,"{'t': 1773704295.2458456, 'f_ref': 7.5}"
1773704295.2474506,ReferenceFreqMsg,"{'t': 1773704295.2474506, 'f_ref': 7.5}"
1773704295.2493603,ReferenceFreqMsg,"{'t': 1773704295.2493603, 'f_ref': 7.5}"
1773704295.2507555,ReferenceFreqMsg,"{'t': 1773704295.2507555, 'f_ref': 7.5}"
1773704295.2524946,ReferenceFreqMsg,"{'t': 1773704295.2524946, 'f_ref': 7.5}"
1773704295.2540183,ReferenceFreqMsg,"{'t': 1773704295.2540183, 'f_ref': 7.5}"
1773704295.2555523,ReferenceFreqMsg,"{'t': 1773704295.2555523, 'f_ref': 7.5}"
1773704295.2571337,ReferenceFreqMsg,"{'t': 1773704295.2571337, 'f_ref': 7.5}"
1773704295.2587972,ReferenceFreqMsg,"{'t': 1773704295.2587972, 'f_ref': 7.5}"
1773704295.260466,ReferenceFreqMsg,"{'t': 1773704295.260466, 'f_ref': 7.5}"
1773704295.262099,ReferenceFreqMsg,"{'t': 1773704295.262099, 'f_ref': 7.5}"
1773704295.2638917,ReferenceFreqMsg,"{'t': 1773704295.2638917, 'f_ref': 7.5}"
1773704295.2657907,ReferenceFreqMsg,"{'t': 1773704295.2657907, 'f_ref': 7.5}"
1773704295.2673914,ReferenceFreqMsg,"{'t': 1773704295.2673914, 'f_ref': 7.5}"
1773704295.2688599,ReferenceFreqMsg,"{'t': 1773704295.2688599, 'f_ref': 7.5}"
1773704295.2703454,ReferenceFreqMsg,"{'t': 1773704295.2703454, 'f_ref': 7.5}"
1773704295.2717547,ReferenceFreqMsg,"{'t': 1773704295.2717547, 'f_ref': 7.5}"
1773704295.273668,ReferenceFreqMsg,"{'t': 1773704295.273668, 'f_ref': 7.5}"
1773704295.2752538,ReferenceFreqMsg,"{'t': 1773704295.2752538, 'f_ref': 7.5}"
1773704295.2768762,ReferenceFreqMsg,"{'t': 1773704295.2768762, 'f_ref': 7.5}"
1773704295.2784429,ReferenceFreqMsg,"{'t': 1773704295.2784429, 'f_ref': 7.5}"
1773704295.2802463,ReferenceFreqMsg,"{'t': 1773704295.2802463, 'f_ref': 7.5}"
1773704295.2816606,ReferenceFreqMsg,"{'t': 1773704295.2816606, 'f_ref': 7.5}"
1773704295.2834995,ReferenceFreqMsg,"{'t': 1773704295.2834995, 'f_ref': 7.5}"
1773704295.2848654,ReferenceFreqMsg,"{'t': 1773704295.2848654, 'f_ref': 7.5}"
1773704295.2862644,ReferenceFreqMsg,"{'t': 1773704295.2862644, 'f_ref': 7.5}"
1773704295.287645,ReferenceFreqMsg,"{'t': 1773704295.287645, 'f_ref': 7.5}"
1773704295.2889767,ReferenceFreqMsg,"{'t': 1773704295.2889767, 'f_ref': 7.5}"
1773704295.2903068,ReferenceFreqMsg,"{'t': 1773704295.2903068, 'f_ref': 7.5}"
1773704295.291629,ReferenceFreqMsg,"{'t': 1773704295.291629, 'f_ref': 7.5}"
1773704295.293033,ReferenceFreqMsg,"{'t': 1773704295.293033, 'f_ref': 7.5}"
